id,name,legacy_id,email,phone,url,fax,industry,accountType,contacts,contact,territory,tags,address_1,address_2,address_3,city,state,postalCode,country,Population,"Project Lead Assigned",Competitor(s)
4333-accounts,"City of Coolidge, AZ",,,,,,Municipality,"New Customer","13049-contacts, 13053-contacts","Bob Flatley",,,,,,,,,,8646,,
4337-accounts,"City of Sahuarita, Az",,,,,,Municipality,"New Customer","13057-contacts, 13061-contacts","Kelly Udall",,,,,,,,,,8798,,
4341-accounts,"City of Safford, AZ",,,,,,Municipality,"New Customer","13065-contacts, 13069-contacts","Horatio Skeete",,,,,,,,,,9077,,
4345-accounts,"City of Chino Valley, AZ",,,,,,Municipality,"New Customer","13073-contacts, 13077-contacts","Robert Smith",,,,,,,,,,9489,,
4349-accounts,"City of Eloy, AZ",,,,,,Municipality,"New Customer",13081-contacts,"Harvey Krauss",,,,,,,,,,9720,,
4353-accounts,"City of Winslow, AZ",,,,,,Municipality,"New Customer","13085-contacts, 13089-contacts","Stephen Pauken",,,,,,,,,,9736,,
4357-accounts,"City of Sedona, AZ",,,,,,Municipality,"New Customer","13093-contacts, 13097-contacts","Tim Ernster",,,,,,,,,,11791,,
4361-accounts,"City of Cottonwood, AZ",,,,,,Municipality,"New Customer",13101-contacts,"Doug Bartosh",,,,,,,,,,12301,,
4365-accounts,"City of Camp Verde, AZ",,,,,,Municipality,"New Customer","13105-contacts, 13109-contacts","Russ Martin",,,,,,,,,,12388,,
4369-accounts,"City of Paradise Valley, AZ",,,,,,Municipality,"New Customer","13113-contacts, 13117-contacts","James Bacon",,,,,,,,,,14538,,
4373-accounts,"City of Payson, AZ",,,,,,Municipality,"New Customer","13121-contacts, 13125-contacts","Debra Galbraith",,,,,,,,,,14423,,
4377-accounts,"City of Douglas, AZ",,,,,,Municipality,"New Customer","13129-contacts, 13133-contacts","Carlos De La Torre",,,,,,,,,,15105,,
4381-accounts,"City of Florence",,,,,,Municipality,"New Customer","13137-contacts, 13141-contacts, 16933-contacts, 17157-contacts, 22769-contacts","Charles Montoya",,,,,,Florence,CO,,US,"3,881",,
4385-accounts,"City of Buckeye, AZ",,,,,,Municipality,"New Customer","13145-contacts, 13149-contacts","Stephen Cleveland",,,,,,,,,,18294,,
4389-accounts,"City of Queen Creek, AZ",,,,,,Municipality,"New Customer","13153-contacts, 13157-contacts","John Kross",,,,,,,,,,18391,,
4393-accounts,"City of San Luis, AZ",,,,,,Municipality,"New Customer","13161-contacts, 13165-contacts","Ralph Velez",,,,,,,,,,20183,,
4397-accounts,"City of Nogales, AZ",,,,,,Municipality,"New Customer","13169-contacts, 13173-contacts","Shane Dille",,,,,,,,,,21837,,
4401-accounts,"City of El Mirage, AZ",,,,,,Municipality,"New Customer","13177-contacts, 13181-contacts","Spencer Isom",,,,,,,,,,22128,,
4405-accounts,"City of Fountain Hills, AZ",,,,,,Municipality,"New Customer","13185-contacts, 13189-contacts","Ken Buchanan",,,,,,,,,,24107,,
4409-accounts,"City of Kingman, AZ",,,,,,Municipality,"New Customer","13193-contacts, 13197-contacts","John Dougherty",,,,,,,,,,24331,,
4413-accounts,"City of Casa Grande, AZ",,,,,,Municipality,"New Customer","13201-contacts, 13205-contacts","Jim Thompson",,,,,,,,,,27805,,
4417-accounts,"City of Marana, AZ",,,,,,Municipality,"New Customer","13209-contacts, 13213-contacts","Gilber Davidson",,,,,,,,,,28275,,
4421-accounts,"City of Apache Junction, AZ",,,,,,Municipality,"New Customer","13217-contacts, 13221-contacts","George Hoffman",,,,,,,,,,31382,,
4425-accounts,"City of Prescott Valley, AZ",,,,,,Municipality,"New Customer","13225-contacts, 13229-contacts","Larry Tarkowski",,,,,,,,,,32416,,
4429-accounts,"City of Oro Valley, AZ",,,,,,Municipality,"New Customer","13233-contacts, 13237-contacts","Greg Caton",,,,,,,,,,36210,,
4433-accounts,"City of Sierra Vista, AZ",,,,,,Municipality,"New Customer","13241-contacts, 13245-contacts","Charles Potucek",,,,,,,,,,41876,,
4437-accounts,"City of Prescott, AZ",,,,,,Municipality,"New Customer","13249-contacts, 13253-contacts","Craig McConnell",,,,,,,,,,42468,,
4441-accounts,"City of Bullhead, AZ",,,,,,Municipality,"New Customer","13257-contacts, 13261-contacts","Toby Cotter",,,,,,,,,,45844,,
4445-accounts,"City of Goodyear, AZ",,,,,,Municipality,"New Customer","13265-contacts, 13269-contacts","Brian Dalke",,,,,,,,,,49883,,
4449-accounts,"City of Lake Havasu City, AZ",,,,,,Municipality,"New Customer","13273-contacts, 13277-contacts","Charlie Cassens",,,,,,,,,,54336,,
4453-accounts,"City of Avondale, AZ",,,,,,Municipality,"New Customer","13281-contacts, 13285-contacts","Dave Fitzhugh",,,,,,,,,,64824,,
4457-accounts,"City of Surprise, AZ",,,,,,Municipality,"New Customer","13289-contacts, 13293-contacts","Bob Wingenroth",,,,,,,,,,80263,,
4465-accounts,"City of Parma, ID",,,,,,Municipality,"New Customer","14041-contacts, 14045-contacts","Angie Mejia",,,,,,,,,,1983,,
4469-accounts,"City of Bellevue, ID",,,,,,Municipality,"New Customer","14049-contacts, 14053-contacts","Chris Koch",,,,,,,,,,2287,,
4473-accounts,"City of McCall, ID",,,,,,Municipality,"New Customer","14057-contacts, 14061-contacts","BessieJo Wagner",,,,,,,,,,2871,,
4477-accounts,"City of Dalton Gardens, ID",,,,,,Municipality,"New Customer","14065-contacts, 14069-contacts","Valerie Anderson",,,,,,,,,,2335,,
4481-accounts,"City of Homedale, ID",,,,,,Municipality,"New Customer","14073-contacts, 14077-contacts","Alice Pegram",,,,,,,,,,2610,,
4485-accounts,"City of Kimberly, ID",,,,,,Municipality,"New Customer","14081-contacts, 14085-contacts","Shoshonie Heirmann",,,,,,,,,,3333,,
4489-accounts,"City of Soda Springs, ID",,,,,,Municipality,"New Customer","14089-contacts, 14093-contacts","Tausha Vorwaller",,,,,,,,,,2973,,
4493-accounts,"City of Salmon, ID",,,,,,Municipality,"New Customer","14097-contacts, 14101-contacts","Mary Benton",,,,,,,,,,3044,,
4497-accounts,"City of Ketchum, ID",,,,,,Municipality,"New Customer","14105-contacts, 14109-contacts","Ray Silver",,,,,,,,,,2680,,
4501-accounts,"City of Gooding, ID",,,,,,Municipality,"New Customer","14113-contacts, 14117-contacts","Morri Hall",,,,,,,,,,3519,,
4505-accounts,"City of Saint Anthony, ID",,,,,,Municipality,"New Customer",14121-contacts,"Patty Parkinson",,,,,,,,,,3470,,
4509-accounts,"City of Rigby, ID",,,,,,Municipality,"New Customer",14129-contacts,"Dave Swager",,,,,,,,,,4016,,
4513-accounts,"City of Grangeville, ID",,,,,,Municipality,"New Customer","14133-contacts, 14137-contacts","Tonya Kennedy",,,,,,,,,,3151,,
4517-accounts,"City of Middleton, ID",,,,,,Municipality,"New Customer",14141-contacts,"Brad Green",,,,,,,,,,5801,,
4521-accounts,"City of Shelley, ID",,,,,,Municipality,"New Customer","14145-contacts, 14149-contacts","Sandy Gaydusek",,,,,,,,,,4413,,
4525-accounts,"City of American Falls, ID",,,,,,Municipality,"New Customer","14153-contacts, 14157-contacts","Robyn Herndon",,,,,,,,,,4421,,
4529-accounts,"City of Fruitland, ID",,,,,,Municipality,"New Customer","14161-contacts, 14165-contacts","Rick Watkins",,,,,,,,,,4723,,
4533-accounts,"City of Preston, ID",,,,,,Municipality,"New Customer","14169-contacts, 14173-contacts","Jerry Larsen",,,,,,,,,,5145,,
4537-accounts,"City of Rupert, ID",,,,,,Municipality,"New Customer","14177-contacts, 14181-contacts","Kelly Anthon",,,,,,,,,,5514,,
4541-accounts,"City of Emmett, ID",,,,,,Municipality,"New Customer","14185-contacts, 14189-contacts","Chrystal Whiteley",,,,,,,,,,6516,,
4545-accounts,"City of Rathdrum, ID",,,,,,Municipality,"New Customer","14193-contacts, 14197-contacts","Brett Boyer",,,,,,,,,,7024,,
4549-accounts,"City of Sandpoint, ID",,,,,,Municipality,"New Customer","14201-contacts, 14205-contacts",Clerk,,,,,,,,,,7403,,
4553-accounts,"City of Hailey, ID",,,,,,Municipality,"New Customer","14209-contacts, 14213-contacts, 14217-contacts","Heather Dawson",,,,,,,,,,7920,,
4557-accounts,"City of Burley, ID",,,,,,Municipality,"New Customer","14221-contacts, 14225-contacts","Mark Mitton",,,,,,,,,,10425,,
4561-accounts,"City of Ammon, ID",,,,,,Municipality,"New Customer","14229-contacts, 14233-contacts","Ron Folsom",,,,,,,,,,14199,,
4565-accounts,"City of Blackfoot, ID",,,,,,Municipality,"New Customer","14237-contacts, 14241-contacts","Suzanne McNeel",,,,,,,,,,11852,,
4569-accounts,"City of Chubbuck, ID",,,,,,Municipality,"New Customer","14245-contacts, 14249-contacts","Richard Morgan",,,,,,,,,,14166,,
4573-accounts,"City of Garden City, ID",,,,,,Municipality,"New Customer","14253-contacts, 14257-contacts","James Krueger",,,,,,,,,,11251,,
4577-accounts,"City of Hayden, ID",,,,,,Municipality,"New Customer","14261-contacts, 14265-contacts","Stefan Chatwin",,,,,,,,,,13549,,
4581-accounts,"City of Mountain Home, ID",,,,,,Municipality,"New Customer",14269-contacts,"Nina Patterson",,,,,,,,,,13791,,
4585-accounts,"City of Eagle, ID",,,,,,Municipality,"New Customer",14273-contacts,"Sharon Bergmann",,,,,,,,,,21025,,
4589-accounts,"City of Post Falls, ID",,,,,,Municipality,"New Customer","14277-contacts, 14281-contacts","Shannon Howard",,,,,,,,,,28651,,
4593-accounts,"City of Moscow, ID",,,,,,Municipality,"New Customer","14285-contacts, 14289-contacts","Gary Riedner",,,,,,,,,,24499,,
4597-accounts,"City of Rexburg, ID",,,,,,Municipality,"New Customer",14293-contacts,"John Millar",,,,,,,,,,25732,,
4601-accounts,"City of Caldwell, ID",,,,,,Municipality,"New Customer",14297-contacts,"Debbie Geyer",,,,,,,,,,47688,,
4605-accounts,"City of Twin Falls, ID",,,,,,Municipality,"New Customer",14301-contacts,"Sharon Bryan",,,,,,,,,,45158,,
4609-accounts,"City of Coeur d'Alene, ID",,,,,,Municipality,"New Customer",14305-contacts,"Troy Tymesen",,,,,,,,,,45579,,
4613-accounts,"City of Meridian, ID",,,,,,Municipality,"New Customer","14309-contacts, 14313-contacts","Jaycee Holman",,,,,,,,,,80386,,
4617-accounts,"City of Chesterton, IN",,,"+1 2199261641",,,,"New Customer","14317-contacts, 29717-contacts, 41277-contacts","Stephanie Kuziela",,,"1490 Broadway",,,Chesterton,IN,46304,US,13700,,
4621-accounts,"Magellan Advisors",,,,,,,"New Customer","10861-contacts, 10857-contacts","Kyle Hollifield",,,,,,,,,,,,
4625-accounts,"City of Traverse City",,,,,,,"New Customer","12785-contacts, 17793-contacts, 18205-contacts","Larry LaCross",,,,,,"Traverse City",MI,,US,,,
4629-accounts,"City of North Wildwood, NJ",,,,http://northwildwood.com,,Municipality,"New Customer","14345-contacts, 14349-contacts","Kevin Yecco",,,,,,"North Wildwood",NJ,08260,US,"5,022",,
4633-accounts,"Borough of Clementon, NJ",,,,http://www.clementonborough.com,,Municipality,"New Customer","14353-contacts, 14357-contacts","Jenai Johnson",,,,,,Clementon,NJ,08021,US,"5,043",,
4637-accounts,"Borough of Highlands, NJ",,,,http://www.highlandsnj.us,,Municipality,"New Customer","14361-contacts, 14365-contacts","Tim Hill",,,,,,Highlands,NJ,07732,US,"5,067",,
4641-accounts,"Borough of Mendham, NJ",,,,http://mendhamnj.org,,Municipality,"New Customer","14369-contacts, 14373-contacts","Ken O'Brien",,,,,,Mendham,NJ,07945,US,"5,147",,
4645-accounts,"Borough of Somerdale, NJ",,,,http://www.somerdale-nj.com,,Municipality,"New Customer","14377-contacts, 14381-contacts","Greg Ruggieri",,,,,,Somerdale,NJ,08083,US,"5,152",,
4649-accounts,"City of Wildwood, FL",,,,http://www.wildwood-fl.gov,,Municipality,"New Customer","24413-contacts, 24417-contacts","Gene Kornegay",,,"410 Grey St",,,Wildwood,FL,34785,US,"6,594",,
4653-accounts,"Borough of Neptune City, NJ",,,,http://www.neptunecitynj.com,,Municipality,"New Customer","14393-contacts, 14397-contacts","Mary Sapp",,,,,,"Neptune City",NJ,07753,US,"5,307",,
4657-accounts,"Borough of Spring Lake Heights, NJ",,,,http://www.springlakehts.com,,Municipality,"New Customer","14401-contacts, 14405-contacts, 54609-contacts","Jay Delaney",,,,,,"Spring Lake Heights",NJ,07762,US,"5,335",,
4661-accounts,"Borough of Englewood Cliffs, NJ",,,,http://www.englewoodcliffsnj.org,,Municipality,"New Customer","14409-contacts, 14413-contacts","Lisette Duffy",,,,,,"Englewood Cliffs",NJ,07632,US,"5,405",,
4665-accounts,"Borough of Morris Plains, NJ",,,,http://www.morrisplainsboro.org,,Municipality,"New Customer","14417-contacts, 14421-contacts","Joe Signorelli",,,,,,"Morris Plains",NJ,07950,US,"5,515",,
4669-accounts,"Township of Franklin, NJ",,,,http://www.franklintwpnj.org,,Municipality,"New Customer","14425-contacts, 14429-contacts","Bob Vornlocker",,,,,,Franklin,NJ,07416,US,"5,517",,
4673-accounts,"Borough of Point Pleasant Beach, NJ",,,,http://www.pointpleasantbeach.org,,Municipality,"New Customer","14433-contacts, 14437-contacts","Christine Riehl",,,,,,"Point Pleasant Beach",NJ,08742,US,"5,582",,
4677-accounts,"Borough of Hightstown, NJ",,,,http://www.hightstownborough.com,,Municipality,"New Customer","14441-contacts, 14445-contacts","Henry Underhill",,,,,,Hightstown,NJ,08520,US,"5,637",,
4681-accounts,"Township of Rochelle Park, NJ",,,,http://www.rochelleparknj.gov,,Municipality,"New Customer","14449-contacts, 14453-contacts","Bob Davidson",,,,,,"Rochelle Park",NJ,07662,US,"5,655",,
4685-accounts,"Borough of Mount Arlington, NJ",,,,http://mountarlingtonnj.org,,Municipality,"New Customer","14457-contacts, 14461-contacts","Carolyn Rinaldi",,,,,,"Mount Arlington",NJ,07856,US,"5,685",,
4689-accounts,"Borough of Old Tappan, NJ",,,,http://oldtappan.net,,Municipality,"New Customer","14465-contacts, 14469-contacts","Pat O'Brien",,,,,,"Old Tappan",NJ,07675,US,"5,840",,
4693-accounts,"City of Salem, MO",,,,http://www.salemmo.com,,Municipality,"New Customer","18993-contacts, 19445-contacts, 28065-contacts","Clayton Lucas",,,,,,Salem,MO,65560,US,"4,950",,
4697-accounts,"Borough of Oceanport, NJ",,,,http://www.oceanportboro.com,,Municipality,"New Customer","14481-contacts, 14485-contacts","Demetrio Zarate",,,,,,Oceanport,NJ,07757,US,"5,864",,
4701-accounts,"Borough of Woodcliff Lake, NJ",,,,http://www.wclnj.com,,Municipality,"New Customer","14489-contacts, 14493-contacts","Tom Richards",,,,,,"Woodcliff Lake",NJ,07677,US,"5,967",,
4705-accounts,"Borough of Prospect Park, NJ",,,,http://www.prospectpark.net,,Municipality,"New Customer","14497-contacts, 14501-contacts","Danielle Ireland",,,,,,"Prospect Park",NJ,07508,US,"5,983",,
4709-accounts,"Borough of Fair Haven, NJ",,,,http://www.fairhavennj.org,,Municipality,"New Customer","14505-contacts, 14509-contacts","Theresa Casagrande",,,,,,"Fair Haven",NJ,07704,US,"5,993",,
4713-accounts,"Borough of Belmar, NJ",,,,http://www.belmar.com,,Municipality,"New Customer","14513-contacts, 14517-contacts","Mike Campbell",,,,,,Belmar,NJ,07719,US,"5,996",,
4717-accounts,"Borough of Carlstadt, NJ",,,,http://carlstadtnj.us,,Municipality,"New Customer","14521-contacts, 14525-contacts, 61877-contacts","Claire Foy",,,,,,Carlstadt,NJ,07072,US,"6,025",,
4721-accounts,"Borough of Norwood, NJ",,,,http://www.norwoodboro.org,,Municipality,"New Customer","14529-contacts, 14533-contacts","Lorraine McMackin",,,,,,Norwood,NJ,07648,US,"6,033",,
4725-accounts,"Borough of Little Silver, NJ",,,,http://www.littlesilver.org/ls,,Municipality,"New Customer","14537-contacts, 14541-contacts","Jim Gannon",,,,,,"Little Silver",NJ,07739,US,"6,099",,
4729-accounts,"Borough of Manasquan, NJ",,,,http://www.manasquan-nj.com,,Municipality,"New Customer","14545-contacts, 14549-contacts","Joe Delorio",,,,,,Manasquan,NJ,08736,US,"6,326",,
4733-accounts,"Borough of Paulsboro, NJ",,,,http://www.paulsboronj.org,,Municipality,"New Customer","14553-contacts, 14557-contacts","LeeAnn Ruggeri",,,,,,Paulsboro,NJ,08066,US,"6,334",,
4737-accounts,"Borough of Roseland, NJ",,,,"http://www.roselandnj.org, https://www.google.com/maps/place/300+Eagle+Rock+Ave,+Roseland,+NJ+07068/@40.82038,-74.3089928,17z/data=!3m1!4b1!4m2!3m1!1s0x89c3aa1f9d571d83:0x4151ee89888e2a7c?hl=en",,Municipality,"New Customer","14561-contacts, 14565-contacts","Gary Schall",,,"300 Eagle Rock Avenue",,,Roseland,NJ,07068,US,"6,354",,
4741-accounts,"Borough of Wharton, NJ",,,,http://whartonnj.com,,Municipality,"New Customer","14569-contacts, 14573-contacts","Scott Hutchins",,,,,,Wharton,NJ,07885,US,"6,457",,
4745-accounts,"Borough of Raritan, NJ",,,,http://www.raritanboro.org,,Municipality,"New Customer","14577-contacts, 14581-contacts","Dan Jaxel",,,,,,Raritan,NJ,08869,US,"6,492",,
4749-accounts,"Borough of Watchung, NJ",,,,http://watchungnj.gov,,Municipality,"New Customer","14585-contacts, 14589-contacts","Tom Atkins",,,,,,Watchung,NJ,07069,US,"6,596",,
4753-accounts,"Township of Rockaway, NJ",,,,http://www.rockawaytownship.org,,Municipality,"New Customer","14593-contacts, 14597-contacts","Greg Poff",,,,,,Rockaway,NJ,07866,US,"6,635",,
4757-accounts,"Borough of Jamesburg, NJ",,,,http://www.jamesburgborough.org,,Municipality,"New Customer","14601-contacts, 14605-contacts","Denise Jawidzik",,,,,,Jamesburg,NJ,08831,US,"6,657",,
4761-accounts,"Borough of Union Beach, NJ",,,,http://www.ubnj.net/ubnj,,Municipality,"New Customer","14609-contacts, 14613-contacts","Jennifer Maier",,,,,,"Union Beach",NJ,07735,US,"6,693",,
4765-accounts,"Borough of Mountainside, NJ",,,,http://www.mountainside-nj.com,,Municipality,"New Customer","14617-contacts, 14621-contacts","Ron Romak",,,,,,Mountainside,NJ,07092,US,"6,693",,
4769-accounts,"Borough of Allendale, NJ",,,,http://allendalenj.gov,,Municipality,"New Customer","14625-contacts, 14629-contacts, 61881-contacts","Frank Valenzuela",,,,,,Allendale,NJ,07401,US,"6,888",,
4773-accounts,"Borough of Barrington, NJ",,,,http://barringtonboro.com,,Municipality,"New Customer","14633-contacts, 14637-contacts","Terry Shannon",,,,,,Barrington,NJ,08007,US,"7,002",,
4777-accounts,"Borough of Washington, NJ",,,,http://www.washingtonboro-nj.gov,,Municipality,"New Customer","14641-contacts, 14645-contacts","Kristine Blanchard",,,,,,Washington,NJ,07882,US,"7,117",,
4781-accounts,"Borough of Dunellen, NJ",,,,http://www.dunellenborough.net,,Municipality,"New Customer","14649-contacts, 14653-contacts","Jerry Schaefer",,,,,,Dunellen,NJ,08812,US,"7,119",,
4785-accounts,"Borough of Rumson, NJ",,,,http://www.rumsonnj.gov,,Municipality,"New Customer","14657-contacts, 14661-contacts","Tom Rogers",,,,,,Rumson,NJ,07760,US,"7,182",,
4789-accounts,"Township of Carneys Point, NJ",,,,http://www.carneyspointnj.gov,,Municipality,"New Customer","14665-contacts, 14669-contacts","June Proffitt",,,,,,"Carneys Point",NJ,08069,US,"7,198",,
4793-accounts,"Borough of Glen Ridge, NJ",,,,http://www.glenridgenj.org,,Municipality,"New Customer","14673-contacts, 14677-contacts","Bill Bartlett",,,,,,"Glen Ridge",NJ,07028,US,"7,204",,
4797-accounts,"Borough of Stratford, NJ",,,,http://www.stratfordnj.org,,Municipality,"New Customer","14681-contacts, 14685-contacts","Frank Gagliardi",,,,,,Stratford,NJ,08084,US,"7,208",,
4801-accounts,"Borough of Milltown, NJ",,,,http://www.milltownnj.org,,Municipality,"New Customer","14689-contacts, 14693-contacts","Ralph Jasionowski",,,,,,Milltown,NJ,08850,US,"7,221",,
4805-accounts,"Borough of Emerson, NJ",,,,http://www.emersonnj.org,,Municipality,"New Customer","14697-contacts, 14701-contacts","Joe Kolodziej",,,,,,Emerson,NJ,07630,US,"7,261",,
4809-accounts,"Borough of Berlin, NJ",,,,http://www.berlinnj.org,,Municipality,"New Customer","14705-contacts, 14709-contacts","Mark Mauger",,,,,,Berlin,NJ,08009,US,"7,283",,
4813-accounts,"Borough of Montvale, NJ",,,,http://www.montvale.org,,Municipality,"New Customer","14713-contacts, 14717-contacts","Maureen Iarossi-Alwan",,,,,,Montvale,NJ,07645,US,"7,290",,
4817-accounts,"Borough of North Caldwell, NJ",,,,http://www.northcaldwell.org,,Municipality,"New Customer","14721-contacts, 14725-contacts","Mel Levine",,,,,,Caldwell,NJ,07006,US,"7,296",,
4821-accounts,"Town of Fanwood, NJ",,,,http://www.fanwoodnj.org,,Municipality,"New Customer","14729-contacts, 14733-contacts","Eleanor McGovern",,,,,,Fanwood,NJ,07023,US,"7,346",,
4825-accounts,"Borough of Palmyra, NJ",,,,http://boroughofpalmyra.com,,Municipality,"New Customer","14737-contacts, 14741-contacts","John Gural",,,,,,Palmyra,NJ,08065,US,"7,358",,
4829-accounts,"Borough of Midland Park, NJ",,,,http://www.midlandparknj.org,,Municipality,"New Customer","14745-contacts, 14749-contacts","Adeline Hanna",,,,,,"Midland Park",NJ,07432,US,"7,373",,
4833-accounts,"Township of Fairfield, NJ",,,,http://www.fairfieldnj.org,,Municipality,"New Customer","14753-contacts, 14757-contacts","Joe Catenaro",,,,,,Fairfield,NJ,07004,US,"7,406",,
4837-accounts,"Borough of Haddon Heights, NJ",,,,http://haddonhts.com,,Municipality,"New Customer","14761-contacts, 14765-contacts","Tom Cella",,,,,,"Haddon Heights",NJ,08035,US,"7,476",,
4841-accounts,"Borough of Keyport, NJ",,,,http://www.keyportonline.com,,Municipality,"New Customer","14769-contacts, 14773-contacts, 66073-contacts","Valerie Heilweil",,,,,,Keyport,NJ,07735,US,"7,546",,
4845-accounts,"Borough of Bernardsville, NJ",,,,http://www.bernardsvilleboro.org,,Municipality,"New Customer","14777-contacts, 14781-contacts","Sandy Jones",,,,,,Bernardsville,NJ,07924,US,"7,554",,
4849-accounts,"Borough of Butler, NJ",,,,http://www.butlerborough.com,,Municipality,"New Customer","14785-contacts, 14789-contacts, 14793-contacts","Jim Lampmann",,,,,,Butler,NJ,07405,US,"7,571",,
4853-accounts,"City of Linwood, NJ",,,,http://www.linwoodcity.org,,Municipality,"New Customer","14797-contacts, 14801-contacts","Hank Kolakowski",,,,,,Linwood,NJ,08221,US,"7,608",,
4857-accounts,"Borough of Bloomingdale, NJ",,,,http://www.bloomingdalenj.org,,Municipality,"New Customer","14805-contacts, 14809-contacts","Jane McCarthy",,,,,,Bloomingdale,NJ,07403,US,"7,657",,
4861-accounts,"Borough of Wood-Ridge, NJ",,,,http://www.wood-ridgenj.org,,Municipality,"New Customer","14813-contacts, 14817-contacts, 62113-contacts","Chris Eilert",,,,,,Wood-Ridge,NJ,07075,US,"7,751",,
4865-accounts,"Borough of Kenilworth, NJ",,,,http://www.kenilworthborough.com,,Municipality,"New Customer","14821-contacts, 14825-contacts","Dan Ryan",,,,,,Kenilworth,NJ,07033,US,"7,768",,
4869-accounts,"City of Margate, NJ",,,,http://www.margate-nj.com,,Municipality,"New Customer","14829-contacts, 14833-contacts","Frank Ricciotti",,,,,,"Margate City",NJ,08402,US,"7,822",,
4873-accounts,"Borough of Oradell, NJ",,,,http://www.oradell.org,,Municipality,"New Customer","14837-contacts, 14841-contacts","Laura Graham",,,,,,Oradell,NJ,07649,US,"8,079",,
4877-accounts,"City of Absecon, NJ",,,,http://www.abseconnj.gov,,Municipality,"New Customer","14845-contacts, 14849-contacts","Jessica Thompson",,,,,,Absecon,NJ,08201,US,"8,228",,
4881-accounts,"Borough of West Long Branch, NJ",,,,http://www.westlongbranch.org,,Municipality,"New Customer","14853-contacts, 14857-contacts","Victor Cantillo",,,,,,"West Long Branch",NJ,07764,US,"8,249",,
4885-accounts,"Borough of Spotswood, NJ",,,,http://www.spotswoodboro.com,,Municipality,"New Customer","14861-contacts, 14865-contacts","Dawn McDonald",,,,,,Spotswood,NJ,08884,US,"8,258",,
4889-accounts,"City of Northfield, NJ",,,,http://www.cityofnorthfield.org,,,"New Customer","14869-contacts, 14873-contacts","Mary Canesi",,,,,,Northfield,NJ,,US,"8,280",,
4893-accounts,"Borough of Upper Saddle River, NJ",,,,http://www.usrtoday.org,,Municipality,"New Customer","14877-contacts, 14881-contacts","Theo Preusch",,,,,,"Upper Saddle River",NJ,07458,US,"8,283",,
4897-accounts,"Borough of Clayton, NJ",,,,http://claytonnj.com/public,,Municipality,"New Customer","14885-contacts, 14889-contacts","Sue Miller",,,"125 N. Delsea Drive",,,Clayton,NJ,08312,US,"8,290",,
4901-accounts,"Borough of Bogota, NJ",,,,http://www.bogotaonline.org,,Municipality,"New Customer","14893-contacts, 14897-contacts","Chip Griener",,,,,,Bogota,NJ,07603,US,"8,295",,
4905-accounts,"City of South Amboy, NJ",,,,http://www.southamboynj.gov,,Municipality,"New Customer","14901-contacts, 14905-contacts","Camile Tooker",,,,,,"South Amboy",NJ,08817,US,"8,424",,
4909-accounts,"Borough of Cresskill, NJ",,,,http://www.cresskillboro.com,,Municipality,"New Customer","14909-contacts, 14913-contacts","Chuck Vaccaro",,,,,,Cresskill,NJ,07626,US,"8,464",,
4913-accounts,"Borough of Runnemede, NJ",,,,http://www.runnemedenj.org,,Municipality,"New Customer","14917-contacts, 14921-contacts","Joyce Pinto",,,,,,Runnemede,NJ,08078,US,"8,478",,
4917-accounts,"Borough of Edgewater, NJ",,,,http://www.edgewaternj.org,,Municipality,"New Customer","14925-contacts, 14929-contacts","Tom Quinton",,,,,,Edgewater,NJ,07020,US,"8,478",,
4921-accounts,"Borough of Closter, NJ",,,,http://www.closterboro.com/closter,,Municipality,"New Customer",14937-contacts,"Bill Dahle",,,,,,Closter,NJ,07624,US,"8,495",,
4925-accounts,"Town of Newton, NJ",,,,"http://www.newtontownhall.com, https://www.google.com/maps/place/39+Trinity+St,+Newton,+NJ+07860/@41.058145,-74.749611,840m/data=!3m2!1e3!4b1!4m2!3m1!1s0x89c3702766fdc1b1:0x7068cb0e3cf0172e?hl=en",,Municipality,"New Customer","14941-contacts, 14945-contacts, 28593-contacts, 28597-contacts, 28601-contacts","Tom Russo",,,"39 Trinity St",,,Newton,NJ,07860,US,"8,504",,
4929-accounts,"Borough of Haledon, NJ",,,,http://www.haledonboronj.com,,Municipality,"New Customer","14949-contacts, 14953-contacts","Allan Susen",,,,,,Haledon,NJ,07508,US,"8,509",,
4933-accounts,"Borough of Chatham, NJ",,,,http://www.chathamborough.org/chatham,,Municipality,"New Customer","14957-contacts, 14961-contacts","Bob Falzarano",,,,,,Chatham,NJ,07928,US,"8,536",,
4937-accounts,"Town of Booton, NJ",,,,http://www.boonton.org,,Municipality,"New Customer","14965-contacts, 14969-contacts","Terry McCue",,,,,,Boonton,NJ,07005,US,"8,630",,
4941-accounts,"Borough of Park Ridge, NJ",,,,http://www.parkridgeboro.com,,Municipality,"New Customer","14973-contacts, 14977-contacts","Kelley O'Donnell",,,,,,"Park Ridge",NJ,07656,US,"8,836",,
4945-accounts,"Borough of North Haledon, NJ",,,,http://www.northhaledon.com,,Municipality,"New Customer","14981-contacts, 14985-contacts","Renate Eletab",,,,,,"North Haledon",NJ,07508,US,"8,850",,
4949-accounts,"Borough of East Rutherford, NJ",,,,http://www.eastrutherfordnj.net,,Municipality,"New Customer","14989-contacts, 14993-contacts","Paul De Rosa",,,,,,"East Rutherford",NJ,07073,US,"9,057",,
4953-accounts,"Borough of Leonia, NJ",,,,http://www.leonianj.gov,,Municipality,"New Customer","14997-contacts, 15001-contacts","Jack Terhune",,,,,,Leonia,NJ,07605,US,"9,116",,
